"quarter","quarter_date","receiving_country","sending_country","amount_usd","total_cost_pct","mto_cost_pct","bank_cost_pct","fee_pct","fx_margin_pct","total_cost_pct_500","num_services","pct_digital"
"2022Q2",2022-04-01,"Philippines","Italy",200,4.199,3.986,3.83,2.309,1.89,2.915,35,71.4
"2022Q2",2022-04-01,"Philippines","Japan",200,6.539,5.857,8.39,5.548,0.992,3.753,26,38.5
"2022Q2",2022-04-01,"Philippines","Kuwait",200,2.705,2.705,NA,1.693,1.012,1.744,10,50
"2022Q2",2022-04-01,"Philippines","Malaysia",200,2.331,1.937,3.683,1.795,0.535,1.292,31,54.8
"2022Q2",2022-04-01,"Philippines","New Zealand",200,5.505,4.278,9.185,3.79,1.715,3.318,24,58.3
"2022Q2",2022-04-01,"Philippines","Qatar",200,3.585,3.377,5.04,2.245,1.34,2.24,8,25
"2022Q2",2022-04-01,"Philippines","Saudi Arabia",200,3.7,3.758,3.24,2.389,1.311,2.316,9,33.3
"2022Q2",2022-04-01,"Philippines","Singapore",200,3.219,2.865,5.692,2.216,1.002,2.072,40,50
"2022Q2",2022-04-01,"Philippines","Spain",200,4.236,4.236,NA,2.028,2.208,3.114,16,68.8
"2022Q2",2022-04-01,"Philippines","United Arab Emirates",200,2.922,3.046,0.81,2.503,0.419,1.684,18,22.2
"2022Q2",2022-04-01,"Philippines","United Kingdom",200,3.856,3.701,5.402,2.877,0.979,2.17,44,56.8
"2022Q2",2022-04-01,"Philippines","United States",200,4.577,4.268,6.499,3.117,1.46,3.114,62,82.3
"2022Q3",2022-07-01,"Bangladesh","Bahrain",200,2.589,2.589,NA,1.46,1.129,1.702,12,16.7
"2022Q3",2022-07-01,"Bangladesh","India",200,10.128,13.657,7.304,3.986,6.142,8.113,9,88.9
"2022Q3",2022-07-01,"Bangladesh","Italy",200,9.745,9.787,NA,2.109,7.636,8.807,26,73.1
"2022Q3",2022-07-01,"Bangladesh","Kuwait",200,4.153,4.153,NA,1.537,2.617,3.28,9,55.6
"2022Q3",2022-07-01,"Bangladesh","Malaysia",200,12.061,10.003,17.464,1.84,10.221,11.119,29,58.6
"2022Q3",2022-07-01,"Bangladesh","Oman",200,7.29,7.29,NA,2.669,4.621,5.676,8,0
"2022Q3",2022-07-01,"Bangladesh","Qatar",200,3.087,3.087,NA,2.055,1.032,1.855,4,25
"2022Q3",2022-07-01,"Bangladesh","Saudi Arabia",200,7.588,5.833,12.85,3.404,4.184,5.681,8,37.5
"2022Q3",2022-07-01,"Bangladesh","Singapore",200,8.761,8.772,4.33,1.854,6.907,7.92,16,56.2
"2022Q3",2022-07-01,"Bangladesh","United Arab Emirates",200,4.139,4.139,NA,2.146,1.993,2.854,7,14.3
"2022Q3",2022-07-01,"Bangladesh","United Kingdom",200,7.076,7.076,NA,1.975,5.101,5.936,25,80
"2022Q3",2022-07-01,"Bangladesh","United States",200,7.049,7.157,4.24,2.551,4.499,6.013,27,77.8
"2022Q3",2022-07-01,"India","Australia",200,4.406,3.519,6.342,2.642,1.764,2.899,35,62.9
"2022Q3",2022-07-01,"India","Bahrain",200,2.908,2.986,1.98,1.882,1.026,1.77,13,15.4
"2022Q3",2022-07-01,"India","Canada",200,4.682,3.729,6.873,3.521,1.161,2.727,33,72.7
"2022Q3",2022-07-01,"India","France",200,5.03,3.201,11.117,3.669,1.361,3.025,20,75
"2022Q3",2022-07-01,"India","Germany",200,8.093,3.737,26.837,6.442,1.651,4.344,20,60
"2022Q3",2022-07-01,"India","Italy",200,2.383,2.315,NA,2.074,0.308,1.316,20,70
"2022Q3",2022-07-01,"India","Japan",200,10.193,6.035,17.32,9.129,1.063,5.057,19,57.9
"2022Q3",2022-07-01,"India","Kuwait",200,2.262,2.262,NA,1.538,0.724,1.39,10,50
"2022Q3",2022-07-01,"India","Malaysia",200,1.675,1.57,2.097,1.412,0.263,0.902,15,66.7
"2022Q3",2022-07-01,"India","New Zealand",200,5.062,2.925,8.679,3.59,1.472,3.065,35,45.7
"2022Q3",2022-07-01,"India","Oman",200,3.257,3.371,2.34,2.814,0.442,1.552,9,0
"2022Q3",2022-07-01,"India","Qatar",200,2.977,2.603,3.723,2.021,0.956,1.766,9,44.4
"2022Q3",2022-07-01,"India","Saudi Arabia",200,4.451,3.986,5.69,3.033,1.418,3.196,11,27.3
"2022Q3",2022-07-01,"India","Singapore",200,2.101,2.147,1.95,1.413,0.688,1.486,26,65.4
"2022Q3",2022-07-01,"India","South Africa",200,9.026,6.423,20.74,6.535,2.492,6.209,11,27.3
"2022Q3",2022-07-01,"India","Sweden",200,5.551,4.918,10.295,3.356,2.195,3.898,17,76.5
"2022Q3",2022-07-01,"India","Thailand",200,10.053,2.916,15.894,7.745,2.309,5.397,20,50
"2022Q3",2022-07-01,"India","United Arab Emirates",200,3.214,2.84,5.835,2.5,0.714,1.885,16,18.8
"2022Q3",2022-07-01,"India","United Kingdom",200,2.828,2.321,4.346,2.094,0.733,1.413,32,65.6
"2022Q3",2022-07-01,"India","United States",200,3.641,3.394,5.113,2.65,0.991,2.559,48,72.9
"2022Q3",2022-07-01,"Nepal","India",200,4.22,2.79,4.756,3.093,1.127,2.569,11,63.6
"2022Q3",2022-07-01,"Nepal","Malaysia",200,2.722,2.712,2.85,1.639,1.083,1.83,13,53.8
"2022Q3",2022-07-01,"Nepal","Oman",200,2.874,2.874,NA,2.536,0.338,1.34,5,0
"2022Q3",2022-07-01,"Nepal","Qatar",200,2.884,2.884,NA,2.346,0.537,1.476,8,12.5
"2022Q3",2022-07-01,"Nepal","Saudi Arabia",200,4.411,3.446,7.79,3.266,1.146,2.558,9,33.3
"2022Q3",2022-07-01,"Nepal","United Arab Emirates",200,2.976,2.833,3.98,2.335,0.641,1.674,16,18.8
"2022Q3",2022-07-01,"Nepal","United Kingdom",200,3.713,3.713,NA,2.378,1.335,2.343,19,57.9
"2022Q3",2022-07-01,"Nepal","United States",200,4.248,4.163,6.9,2.949,1.299,2.901,32,75
"2022Q3",2022-07-01,"Philippines","Australia",200,4.508,4.368,9.68,2.94,1.567,3.003,38,52.6
"2022Q3",2022-07-01,"Philippines","Canada",200,4.675,4.603,5.673,3.268,1.406,2.835,45,73.3
"2022Q3",2022-07-01,"Philippines","Italy",200,3.917,4.061,3.8,2.233,1.684,2.678,32,68.8
"2022Q3",2022-07-01,"Philippines","Japan",200,6.645,5.957,8.227,5.394,1.251,4.112,33,30.3
"2022Q3",2022-07-01,"Philippines","Kuwait",200,2.396,2.396,NA,1.748,0.648,1.405,11,63.6
"2022Q3",2022-07-01,"Philippines","Malaysia",200,2.562,2.072,4.314,1.773,0.789,1.538,32,56.2
"2022Q3",2022-07-01,"Philippines","New Zealand",200,5.326,3.793,9.924,3.608,1.718,3.326,28,50
"2022Q3",2022-07-01,"Philippines","Qatar",200,2.812,2.54,4.72,2.21,0.603,1.49,8,25
"2022Q3",2022-07-01,"Philippines","Saudi Arabia",200,4.677,3.988,10.88,3.276,1.401,2.759,10,30
"2022Q3",2022-07-01,"Philippines","Singapore",200,2.974,2.597,5.462,1.996,0.978,1.89,38,44.7
"2022Q3",2022-07-01,"Philippines","Spain",200,4.402,4.402,NA,1.857,2.544,3.363,16,68.8
"2022Q3",2022-07-01,"Philippines","United Arab Emirates",200,2.546,2.657,0.89,2.149,0.398,1.26,16,12.5
"2022Q3",2022-07-01,"Philippines","United Kingdom",200,4.092,4.017,5.033,2.948,1.143,2.367,41,63.4
"2022Q3",2022-07-01,"Philippines","United States",200,4.094,3.732,6.219,2.822,1.272,2.723,60,81.7
"2022Q4",2022-10-01,"Bangladesh","Bahrain",200,3.399,3.399,NA,1.422,1.978,2.538,12,16.7
"2022Q4",2022-10-01,"Bangladesh","India",200,7.043,7.975,6.578,4.146,2.898,4.902,12,66.7
"2022Q4",2022-10-01,"Bangladesh","Italy",200,9.19,9.322,NA,2.033,7.156,8.372,43,81.4
"2022Q4",2022-10-01,"Bangladesh","Kuwait",200,4.242,4.242,NA,1.537,2.705,3.37,28,32.1
"2022Q4",2022-10-01,"Bangladesh","Malaysia",200,9.662,7.882,12.948,2.07,7.592,8.525,37,54.1
"2022Q4",2022-10-01,"Bangladesh","Oman",200,7.5,7.5,NA,2.67,4.83,5.886,9,0
"2022Q4",2022-10-01,"Bangladesh","Qatar",200,4.33,4.33,NA,2.055,2.275,3.1,4,25
"2022Q4",2022-10-01,"Bangladesh","Saudi Arabia",200,6.996,6.17,8.373,3.409,3.587,5.109,8,37.5
"2022Q4",2022-10-01,"Bangladesh","Singapore",200,8.043,8.63,6.835,1.807,6.235,7.198,26,50
"2022Q4",2022-10-01,"Bangladesh","United Arab Emirates",200,4.927,4.927,NA,2.15,2.777,3.639,7,14.3
"2022Q4",2022-10-01,"Bangladesh","United Kingdom",200,8.862,8.862,NA,1.65,7.212,7.911,48,85.4
"2022Q4",2022-10-01,"Bangladesh","United States",200,7.03,7.066,6.05,2.458,4.572,6.099,28,78.6
"2022Q4",2022-10-01,"India","Australia",200,4.367,3.399,7.391,2.628,1.738,2.849,33,69.7
"2022Q4",2022-10-01,"India","Bahrain",200,2.685,2.752,1.88,1.872,0.813,1.555,13,15.4
"2022Q4",2022-10-01,"India","Canada",200,4.544,3.318,7.107,3.1,1.444,2.85,34,70.6
"2022Q4",2022-10-01,"India","France",200,3.527,3.188,NA,2.278,1.248,2.435,26,84.6
"2022Q4",2022-10-01,"India","Germany",200,6.798,3.695,23.315,5.216,1.582,4.129,29,75.9
"2022Q4",2022-10-01,"India","Italy",200,2.431,2.171,NA,1.994,0.437,1.418,27,77.8
"2022Q4",2022-10-01,"India","Japan",200,9.815,6.069,17.306,8.248,1.567,5.152,24,54.2
"2022Q4",2022-10-01,"India","Kuwait",200,2.749,2.749,NA,1.538,1.211,1.879,30,30
"2022Q4",2022-10-01,"India","Malaysia",200,2.907,3.087,2.127,1.529,1.378,2.019,16,68.8
"2022Q4",2022-10-01,"India","New Zealand",200,5.191,3.992,7.682,3.652,1.539,3.203,40,52.5
"2022Q4",2022-10-01,"India","Oman",200,3.48,3.586,2.42,2.79,0.69,1.795,11,0
"2022Q4",2022-10-01,"India","Qatar",200,2.999,2.96,3.063,1.884,1.115,1.871,8,37.5
"2022Q4",2022-10-01,"India","Saudi Arabia",200,4.594,3.878,6.743,2.896,1.698,2.963,12,25
"2022Q4",2022-10-01,"India","Singapore",200,2.335,2.355,2.232,1.478,0.857,1.709,30,66.7
"2022Q4",2022-10-01,"India","South Africa",200,8.48,7.062,19.82,6.39,2.09,5.97,18,27.8
"2022Q4",2022-10-01,"India","Sweden",200,5.573,5.236,10.295,2.922,2.652,4.012,30,86.7
"2022Q4",2022-10-01,"India","Thailand",200,10.163,3.241,15.826,7.745,2.418,5.508,20,50
"2022Q4",2022-10-01,"India","United Arab Emirates",200,3.102,2.77,6.085,2.462,0.639,1.831,20,15
"2022Q4",2022-10-01,"India","United Kingdom",200,2.821,2.472,4.346,2.201,0.62,1.454,43,74.4
"2022Q4",2022-10-01,"India","United States",200,3.853,3.792,4.562,3.03,0.823,2.661,50,76
"2022Q4",2022-10-01,"Nepal","India",200,2.87,1.362,3.402,2.233,0.637,1.625,23,30.4
"2022Q4",2022-10-01,"Nepal","Malaysia",200,2.639,2.645,2.54,1.542,1.097,1.747,17,64.7
"2022Q4",2022-10-01,"Nepal","Oman",200,3.002,3.002,NA,2.534,0.468,1.468,5,0
"2022Q4",2022-10-01,"Nepal","Qatar",200,3.203,3.203,NA,2.299,0.904,1.826,9,22.2
"2022Q4",2022-10-01,"Nepal","Saudi Arabia",200,4.137,3.646,5.61,3.168,0.968,2.344,12,25
"2022Q4",2022-10-01,"Nepal","United Arab Emirates",200,2.738,2.601,3.84,2.324,0.414,1.449,18,16.7
"2022Q4",2022-10-01,"Nepal","United Kingdom",200,4.291,4.291,NA,2.536,1.756,2.872,29,72.4
"2022Q4",2022-10-01,"Nepal","United States",200,4.308,4.225,6.88,2.905,1.403,3.039,32,75
"2022Q4",2022-10-01,"Philippines","Australia",200,4.012,3.893,8.66,2.59,1.422,2.628,40,50
"2022Q4",2022-10-01,"Philippines","Canada",200,4.443,4.137,6.147,3.366,1.077,2.609,46,65.2
"2022Q4",2022-10-01,"Philippines","Italy",200,3.192,3.109,3.7,2.03,1.162,2.159,43,79.1
"2022Q4",2022-10-01,"Philippines","Japan",200,6.448,5.803,8.511,5.028,1.419,4.122,42,28.6
"2022Q4",2022-10-01,"Philippines","Kuwait",200,2.685,2.685,NA,1.666,1.019,1.74,30,30
"2022Q4",2022-10-01,"Philippines","Malaysia",200,2.847,2.111,4.562,1.979,0.868,1.676,40,50
"2022Q4",2022-10-01,"Philippines","New Zealand",200,4.972,4.06,9.38,3.162,1.81,3.197,35,60
"2022Q4",2022-10-01,"Philippines","Qatar",200,3.255,3.019,4.91,2.245,1.01,1.913,8,25
"2022Q4",2022-10-01,"Philippines","Saudi Arabia",200,3.898,3.198,10.2,3.043,0.855,2.074,10,30
"2022Q4",2022-10-01,"Philippines","Singapore",200,2.968,2.504,6.312,1.99,0.978,1.924,41,48.8
"2022Q4",2022-10-01,"Philippines","Spain",200,3.206,3.206,NA,1.675,1.532,2.305,31,83.9
"2022Q4",2022-10-01,"Philippines","United Arab Emirates",200,2.647,2.737,1.02,2.185,0.462,1.335,19,10.5
"2022Q4",2022-10-01,"Philippines","United Kingdom",200,3.564,3.41,5.407,2.879,0.685,1.963,52,65.4
"2022Q4",2022-10-01,"Philippines","United States",200,4.405,4.162,5.749,3.165,1.24,2.927,67,77.6
"2023Q1",2023-01-01,"Bangladesh","Bahrain",200,2.876,2.876,NA,1.397,1.479,2.022,14,21.4
"2023Q1",2023-01-01,"Bangladesh","India",200,6.217,5.575,6.537,4.163,2.054,4.066,12,66.7
"2023Q1",2023-01-01,"Bangladesh","Italy",200,5.426,5.205,8.57,2.468,2.958,4.311,46,78.3
"2023Q1",2023-01-01,"Bangladesh","Kuwait",200,3.578,3.578,NA,1.781,1.796,2.567,28,32.1
"2023Q1",2023-01-01,"Bangladesh","Malaysia",200,7.071,5.218,12.074,1.772,5.299,6.128,37,59.5
"2023Q1",2023-01-01,"Bangladesh","Oman",200,3.659,3.659,NA,2.67,0.989,2.039,9,0
"2023Q1",2023-01-01,"Bangladesh","Pakistan",200,29.455,29.455,NA,8.98,20.475,26.455,2,0
"2023Q1",2023-01-01,"Bangladesh","Qatar",200,2.855,2.855,NA,2.393,0.462,1.42,4,25
"2023Q1",2023-01-01,"Bangladesh","Saudi Arabia",200,6.821,6.518,7.427,3.274,3.547,4.978,9,33.3
"2023Q1",2023-01-01,"Bangladesh","Singapore",200,4.442,4.909,4.093,1.983,2.459,3.542,24,45.8
"2023Q1",2023-01-01,"Bangladesh","United Arab Emirates",200,5.264,5.264,NA,2.146,3.119,3.98,7,14.3
"2023Q1",2023-01-01,"Bangladesh","United Kingdom",200,4.847,4.847,NA,1.75,3.097,3.839,43,83.7
"2023Q1",2023-01-01,"Bangladesh","United States",200,5.909,5.903,6.05,2.235,3.674,4.996,28,78.6
"2023Q1",2023-01-01,"India","Australia",200,3.752,2.54,6.714,2.451,1.301,2.347,31,74.2
"2023Q1",2023-01-01,"India","Bahrain",200,2.538,2.575,2.14,1.76,0.778,1.471,12,16.7
"2023Q1",2023-01-01,"India","Canada",200,4.591,3.322,6.738,3.151,1.44,2.898,35,71.4
"2023Q1",2023-01-01,"India","France",200,6.017,3.25,18.638,4.908,1.109,3.361,31,77.4
"2023Q1",2023-01-01,"India","Germany",200,6.92,3.719,24.71,5.519,1.401,3.695,29,75.9
"2023Q1",2023-01-01,"India","Italy",200,2.976,2.655,NA,2.066,0.91,1.819,27,77.8
"2023Q1",2023-01-01,"India","Japan",200,9.378,5.654,16.828,8.232,1.146,4.714,24,54.2
"2023Q1",2023-01-01,"India","Kuwait",200,2.911,2.911,NA,1.894,1.017,1.836,30,30
"2023Q1",2023-01-01,"India","Malaysia",200,2.12,1.964,3.605,1.407,0.713,1.331,21,71.4
"2023Q1",2023-01-01,"India","New Zealand",200,5.027,3.586,7.797,3.47,1.557,3.184,38,52.6
"2023Q1",2023-01-01,"India","Oman",200,3.101,3.179,2.32,2.848,0.253,1.378,11,0
"2023Q1",2023-01-01,"India","Qatar",200,3.01,3.004,3.02,1.88,1.13,1.883,8,37.5
"2023Q1",2023-01-01,"India","Saudi Arabia",200,4.223,3.951,5.04,2.924,1.299,2.567,12,25
"2023Q1",2023-01-01,"India","Singapore",200,2.258,2.386,1.768,1.448,0.81,1.664,29,65.5
"2023Q1",2023-01-01,"India","South Africa",200,9.654,8.271,20.72,7.492,2.162,6.217,18,27.8
"2023Q1",2023-01-01,"India","Sweden",200,5.839,5.521,10.295,2.915,2.925,4.283,30,86.7
"2023Q1",2023-01-01,"India","Thailand",200,11.09,3.116,16.889,8.467,2.623,6.049,19,47.4
"2023Q1",2023-01-01,"India","United Arab Emirates",200,3.151,2.801,6.3,2.457,0.695,1.868,20,15
"2023Q1",2023-01-01,"India","United Kingdom",200,2.824,2.486,4.303,2.193,0.631,1.448,43,74.4
"2023Q1",2023-01-01,"India","United States",200,4.114,4.039,4.857,3.077,1.037,2.845,51,74.5
"2023Q1",2023-01-01,"Nepal","India",200,2.993,1.752,3.431,2.32,0.673,1.75,23,30.4
"2023Q1",2023-01-01,"Nepal","Malaysia",200,2.7,2.69,2.94,1.512,1.189,1.842,23,60.9
"2023Q1",2023-01-01,"Nepal","Oman",200,2.83,2.83,NA,2.536,0.294,1.292,5,0
"2023Q1",2023-01-01,"Nepal","Qatar",200,3.495,3.495,NA,2.294,1.201,2.12,8,25
"2023Q1",2023-01-01,"Nepal","Saudi Arabia",200,3.681,3.479,4.287,3.139,0.542,1.891,12,25
"2023Q1",2023-01-01,"Nepal","United Arab Emirates",200,2.852,2.712,3.97,2.322,0.531,1.567,18,16.7
"2023Q1",2023-01-01,"Nepal","United Kingdom",200,4.047,4.047,NA,2.423,1.623,2.728,29,72.4
"2023Q1",2023-01-01,"Nepal","United States",200,4.324,4.231,7.12,2.875,1.448,3.039,31,74.2
"2023Q1",2023-01-01,"Philippines","Australia",200,3.723,3.566,9.08,2.375,1.348,2.467,35,57.1
"2023Q1",2023-01-01,"Philippines","Canada",200,4.229,3.89,6.12,3.378,0.851,2.362,46,65.2
"2023Q1",2023-01-01,"Philippines","Italy",200,3.297,3.216,3.63,2.073,1.224,2.181,43,79.1
"2023Q1",2023-01-01,"Philippines","Japan",200,6.087,5.501,7.962,5.03,1.057,3.755,42,28.6
"2023Q1",2023-01-01,"Philippines","Kuwait",200,2.921,2.921,NA,1.895,1.026,1.846,30,30
"2023Q1",2023-01-01,"Philippines","Malaysia",200,3.029,2.085,6.24,2.048,0.981,1.842,44,50
"2023Q1",2023-01-01,"Philippines","New Zealand",200,4.866,3.939,9.348,3.098,1.768,3.157,35,60
"2023Q1",2023-01-01,"Philippines","Qatar",200,3.482,3.217,5.34,2.241,1.241,2.139,8,25
"2023Q1",2023-01-01,"Philippines","Saudi Arabia",200,4.293,3.547,11.01,3.109,1.184,2.437,10,30
"2023Q1",2023-01-01,"Philippines","Singapore",200,2.486,2.512,2.268,1.714,0.772,1.628,38,44.7
"2023Q1",2023-01-01,"Philippines","Spain",200,3.514,3.514,NA,1.673,1.841,2.599,31,83.9
"2023Q1",2023-01-01,"Philippines","United Arab Emirates",200,2.742,2.817,1.4,2.187,0.555,1.428,19,10.5
"2023Q1",2023-01-01,"Philippines","United Kingdom",200,3.88,3.773,5.11,2.908,0.972,2.289,50,64
"2023Q1",2023-01-01,"Philippines","United States",200,4.584,4.353,5.921,3.327,1.256,2.994,67,77.6
"2023Q2",2023-04-01,"Bangladesh","Bahrain",200,1.624,1.624,NA,1.397,0.226,0.775,14,21.4
"2023Q2",2023-04-01,"Bangladesh","India",200,5.712,3.895,6.62,4.164,1.548,3.561,12,66.7
"2023Q2",2023-04-01,"Bangladesh","Italy",200,3.522,3.082,10.477,2.55,0.972,2.383,45,80
"2023Q2",2023-04-01,"Bangladesh","Kuwait",200,1.895,1.895,NA,1.839,0.056,0.852,28,32.1
"2023Q2",2023-04-01,"Bangladesh","Malaysia",200,3.122,1.845,7.094,1.724,1.398,2.241,37,59.5
"2023Q2",2023-04-01,"Bangladesh","Oman",200,4.28,4.28,NA,2.8,1.48,2.59,9,0
"2023Q2",2023-04-01,"Bangladesh","Pakistan",200,7.48,7.48,NA,8.98,-1.5,4.48,2,0
"2023Q2",2023-04-01,"Bangladesh","Qatar",200,3.197,3.197,NA,2.55,0.647,1.67,4,25
"2023Q2",2023-04-01,"Bangladesh","Saudi Arabia",200,5.277,4.253,11.42,3.467,1.81,3.199,7,42.9
"2023Q2",2023-04-01,"Bangladesh","Singapore",200,2.916,2.868,2.968,2.005,0.911,1.996,24,45.8
"2023Q2",2023-04-01,"Bangladesh","United Arab Emirates",200,2.553,2.553,NA,2.146,0.407,1.269,7,14.3
"2023Q2",2023-04-01,"Bangladesh","United Kingdom",200,2.444,2.444,NA,1.717,0.727,1.459,43,83.7
"2023Q2",2023-04-01,"Bangladesh","United States",200,4.125,4.137,3.81,2.314,1.811,3.229,28,78.6
"2023Q2",2023-04-01,"India","Australia",200,4.306,3.287,6.752,2.566,1.74,2.833,34,67.6
"2023Q2",2023-04-01,"India","Bahrain",200,2.519,2.586,1.78,1.803,0.716,1.428,12,16.7
"2023Q2",2023-04-01,"India","Canada",200,4.951,3.781,7.194,3.308,1.643,3.135,35,71.4
"2023Q2",2023-04-01,"India","France",200,5.034,3.122,12.198,3.818,1.216,3.003,33,75.8
"2023Q2",2023-04-01,"India","Germany",200,6.373,3.829,24.483,4.95,1.423,3.473,28,78.6
"2023Q2",2023-04-01,"India","Italy",200,3.067,2.996,NA,2.071,0.996,2.061,29,79.3
"2023Q2",2023-04-01,"India","Japan",200,9.231,5.604,16.485,8.225,1.006,4.569,24,54.2
"2023Q2",2023-04-01,"India","Kuwait",200,2.277,2.277,NA,1.906,0.371,1.195,30,30
"2023Q2",2023-04-01,"India","Malaysia",200,1.9,1.638,3.557,1.39,0.51,1.121,22,68.2
"2023Q2",2023-04-01,"India","New Zealand",200,5.385,4.025,8.001,3.735,1.65,3.461,38,52.6
"2023Q2",2023-04-01,"India","Oman",200,3.415,3.474,2.82,2.997,0.417,1.602,11,0
"2023Q2",2023-04-01,"India","Qatar",200,3.406,3.324,3.543,2.011,1.395,2.2,8,37.5
"2023Q2",2023-04-01,"India","Saudi Arabia",200,4.743,3.944,11.93,3.072,1.671,2.902,10,30
"2023Q2",2023-04-01,"India","Singapore",200,2.183,2.239,1.968,1.474,0.709,1.576,29,65.5
"2023Q2",2023-04-01,"India","South Africa",200,10.003,8.944,18.48,7.802,2.201,6.481,18,27.8
"2023Q2",2023-04-01,"India","Sweden",200,6.224,5.933,10.295,2.905,3.319,4.698,30,86.7
"2023Q2",2023-04-01,"India","Thailand",200,11.105,3.559,17.758,8.248,2.857,6.148,21,47.6
"2023Q2",2023-04-01,"India","United Arab Emirates",200,3.073,2.794,5.58,2.413,0.66,1.8,20,15
"2023Q2",2023-04-01,"India","United Kingdom",200,2.957,2.734,3.961,2.122,0.835,1.653,44,75
"2023Q2",2023-04-01,"India","United States",200,4.484,4.36,5.569,3.51,0.974,3.442,50,74
"2023Q2",2023-04-01,"Nepal","India",200,2.959,1.675,3.412,2.32,0.638,1.716,23,30.4
"2023Q2",2023-04-01,"Nepal","Malaysia",200,2.957,2.968,2.72,1.499,1.459,2.108,23,60.9
"2023Q2",2023-04-01,"Nepal","Oman",200,3.038,3.038,NA,2.658,0.38,1.434,5,0
"2023Q2",2023-04-01,"Nepal","Qatar",200,3.656,3.656,NA,2.269,1.387,2.296,7,14.3
"2023Q2",2023-04-01,"Nepal","Saudi Arabia",200,4.363,3.556,11.63,3.336,1.027,2.365,10,30
"2023Q2",2023-04-01,"Nepal","United Arab Emirates",200,2.838,2.691,4.02,2.337,0.501,1.543,18,16.7
"2023Q2",2023-04-01,"Nepal","United Kingdom",200,4.651,4.651,NA,2.344,2.306,3.358,29,72.4
"2023Q2",2023-04-01,"Nepal","United States",200,7.39,7.403,7,5.872,1.517,3.236,31,74.2
"2023Q2",2023-04-01,"Philippines","Australia",200,4.255,4.131,8.86,2.741,1.514,2.662,38,52.6
"2023Q2",2023-04-01,"Philippines","Canada",200,4.582,4.411,5.537,3.585,0.998,2.59,46,65.2
"2023Q2",2023-04-01,"Philippines","Italy",200,3.552,3.095,18.61,2.454,1.098,2.241,42,81
"2023Q2",2023-04-01,"Philippines","Japan",200,6.166,5.463,8.557,4.971,1.195,3.928,44,31.8
"2023Q2",2023-04-01,"Philippines","Kuwait",200,2.576,2.576,NA,1.918,0.658,1.487,30,30
"2023Q2",2023-04-01,"Philippines","Malaysia",200,3.36,2.436,6.5,1.919,1.441,2.237,44,52.3
"2023Q2",2023-04-01,"Philippines","New Zealand",200,5.093,4.258,9.132,3.319,1.775,3.317,35,60
"2023Q2",2023-04-01,"Philippines","Qatar",200,3.447,3.161,5.45,2.241,1.206,2.104,8,25
"2023Q2",2023-04-01,"Philippines","Saudi Arabia",200,4.071,3.233,11.61,3.072,0.999,2.23,10,30
"2023Q2",2023-04-01,"Philippines","Singapore",200,2.587,2.563,2.788,1.674,0.913,1.732,38,44.7
"2023Q2",2023-04-01,"Philippines","Spain",200,3.715,3.715,NA,1.648,2.066,2.802,31,83.9
"2023Q2",2023-04-01,"Philippines","United Arab Emirates",200,2.481,2.573,0.82,2.187,0.294,1.167,19,10.5
"2023Q2",2023-04-01,"Philippines","United Kingdom",200,3.66,3.521,5.29,2.603,1.057,2.192,51,62.7
"2023Q2",2023-04-01,"Philippines","United States",200,4.58,4.239,6.55,3.095,1.485,3.213,63,76.2
"2023Q3",2023-07-01,"Bangladesh","Bahrain",200,8.034,8.034,NA,1.417,6.616,7.176,14,21.4
"2023Q3",2023-07-01,"Bangladesh","India",200,7.984,9.782,7.085,4.409,3.575,5.684,12,66.7
"2023Q3",2023-07-01,"Bangladesh","Italy",200,9.154,9.011,10.477,2.528,6.625,8.043,44,79.5
"2023Q3",2023-07-01,"Bangladesh","Kuwait",200,6.689,6.689,NA,1.905,4.784,5.608,28,32.1
"2023Q3",2023-07-01,"Bangladesh","Malaysia",200,9.618,8.144,13.746,1.923,7.696,8.584,38,60.5
"2023Q3",2023-07-01,"Bangladesh","Oman",200,9.699,9.699,NA,2.8,6.899,8.009,9,0
"2023Q3",2023-07-01,"Bangladesh","Pakistan",200,14.335,14.335,NA,8.02,6.315,12.295,2,0
"2023Q3",2023-07-01,"Bangladesh","Qatar",200,8.405,8.405,NA,2.393,6.013,6.97,4,25
"2023Q3",2023-07-01,"Bangladesh","Saudi Arabia",200,11.651,10.555,18.23,3.539,8.113,9.53,7,42.9
"2023Q3",2023-07-01,"Bangladesh","Singapore",200,9.207,9.178,9.407,2.031,7.176,8.245,24,45.8
"2023Q3",2023-07-01,"Bangladesh","United Arab Emirates",200,10.037,10.037,NA,2.97,7.067,8.827,9,33.3
"2023Q3",2023-07-01,"Bangladesh","United Kingdom",200,9.148,9.148,NA,1.717,7.43,8.154,43,83.7
"2023Q3",2023-07-01,"Bangladesh","United States",200,9.993,9.957,10.97,2.357,7.635,9.129,28,78.6
"2023Q3",2023-07-01,"India","Australia",200,4.167,3.28,5.941,2.476,1.691,2.749,36,69.4
"2023Q3",2023-07-01,"India","Bahrain",200,2.577,2.592,2.41,1.867,0.709,1.448,12,16.7
"2023Q3",2023-07-01,"India","Canada",200,4.804,3.417,7.464,3.188,1.616,3.034,35,71.4
"2023Q3",2023-07-01,"India","France",200,6.877,2.836,19.372,5.722,1.155,3.655,35,74.3
"2023Q3",2023-07-01,"India","Germany",200,7.198,3.765,25.73,5.339,1.86,3.976,29,79.3
